code_b10,name_b10,w_b10,code_b23,name_b23,w_b23
_0724202,Licencia de conducir,0.04619,_0724301,Examen para obtención de licencia,0.034438705
_0724202,Licencia de conducir,0.04619,_0724302,Renovación o reposición de licencia,0.038457231
_0731101,Servicio de taxi,0.11485,_0732103,Taxi compartido/colectivo,0.074026378
_0731101,Servicio de taxi,0.11485,_0732201,Taxi,0.180120395
_0731101,Servicio de taxi,0.11485,_0732901,Otros tipos de taxi,0.04415632
_0731102,Servicio de transporte escolar,0.32321,_0732301,Transporte escolar,0.021129115
_0731103,Servicio de bus urbano,0.68383,_0732101,"Transporte urbano (bus urbano, transmetro, transurbano)",0.494766387
_0731104,Servicio de bus extraurbano,1.69766,_0732102,"Transporte interurbano nacional (departamentales, municipales)",0.893083966
_0732101,Servicio de transporte aéreo,0.12482,_0733201,Transporte de pasajeros por aire en horarios internacionales y vuelos regulares,0.083244982
_0731101,Servicio de taxi,0.11485,_0732202,Transporte particular/privado,0.106529698
_0811101,Servicio postal,0.01717,_0741201,Servicio de paquetería nacional,0.043751832
_0821101,Equipo de telefonía móvil,0.6195,_0812001,Teléfonos inteligentes,0.511843286
_0831101,Servicio de internet residencial,0.27557,_0833001,"Servicios de acceso a internet provistos por operadores de red con infraestructura cableada, inalámbrica o satelital",0.526629576
_0831102,"Servicio de paquete de telecomunicaciones (internet, tv, etc)",0.8416,_0834001,Paquetes con cualquier combinación de telecomunicación,0.708390143
_0831102,"Servicio de paquete de telecomunicaciones (internet, tv, etc)",0.8416,_0839202,"Suscripción a Televisión por cable, TV satelital, IPTV y Televisión por pago",0.629559419
_0831103,Servicio de telefonía móvil,2.652,_0832001,Servicio de telefonía móvil post pago,0.647704254
_0831103,Servicio de telefonía móvil,2.652,_0832002,Servicio de telefonía móvil prepago,1.816867936
_0831104,Servicio de telefonía residencial,0.5936,_0831001,Servicio de telefonía fijo,0.033988198
_0821101,Equipo de telefonía móvil,0.6195,_0819201,Cargadores para dispositivos móviles,0.040345039
_08312,Otros servicios de telecomunicaciones,0.1472,_0835001,Reparación de todo equipo de información y comunicación,0.02478183
_0911101,Televisor,0.83406,_0814001,Televisores,0.280337634
_0911102,Reproductor portátil de audio y video,0.06169,_0814002,Equipos de sonido para el hogar,0.053197446
_0913101,Computadora,0.44966,_0813101,Computadoras,0.235248548
_09131,"Computadoras, impresoras y sus accesorios",0.4992,_0813102,Tablets o tabletas electrónicas,0.03299901
_0913102,Tintas y toner para impresora,0.04954,_0813201,Impresoras de uso doméstico,0.049740886
_0914101,Música y película digital,0.0908,_0839201,Servicios de streaming (música y televisión/películas),0.088109568
_0921101,Auto de juguete,0.05898,_0921202,"Carros de juguete, trenes",0.073386494
_0921103,Muñecas y muñecos,0.03977,_0921201,"Muñecas, juguetes de peluche",0.059058966
_0921104,Consola de videojuego,0.06483,_0921101,Consolas de videojuegos,0.068418628
_0922101,Implementos deportivos,0.39719,_0922101,"Calzado específico para el juego (botas de esquí, zapatos de football, golf y similares)",0.071404873
_0923101,Flores,0.00104,_0931201,"Flores interiores (naturales o artificiales, en floreros o no)",0.035393961
_0923101,Flores,0.00104,_0931202,Flores exteriores,0.029930918
_0924101,Alimento para mascotas,0.19972,_0932102,Alimento para mascotas,0.473505906
_0925101,Servicio vetererinario,0.02909,_0945001,Servicios veterinarios,0.074361931
_0931102,Servicio de fiestas,0.66522,_1390905,Fiestas y celebraciones,0.871513612
_0931201,Clases deportivas,0.05834,_0946201,Gimnasio,0.106403386
_0931202,Clases recreativas,0.02385,_0946202,Lecciones deportes,0.035938096
_0932101,Entrada al cine,0.08871,_0961001,Cines,0.080154028
_0941101,Textos escolares,1.01377,_0971101,Libros de texto de educación formal,0.55517657
_0941101,Textos escolares,1.01377,_0971902,Libros complementarios,0.034965119
_0942101,Diarios,0.01149,_0972101,Diarios y periódicos nacionales,0.0256257
_0942102,"Revistas, periódicos y otros",0.08269,_0971901,Libros religiosos,0.086786264
_0943101,Cuadernos  y utiles,0.36366,_0974001,Lista de útiles escolares,0.461421766
_0943101,Cuadernos  y utiles,0.36366,_0974002,Cuadernos,0.152664687
_0943101,Cuadernos  y utiles,0.36366,_0974003,Papel para artes y para envolver,0.024676038
_0943101,Cuadernos  y utiles,0.36366,_0974004,"Hojas de cuadrícula, líneas, bond",0.045374664
_0943101,Cuadernos  y utiles,0.36366,_0974007,Mochilas escolares,0.118925713
_0943101,Cuadernos  y utiles,0.36366,_0974005,Tijeras,0.030196413
_0943102,Lápices  y reglas,0.10054,_0974006,Crayones y marcadores,0.060534203
_0943102,Lápices  y reglas,0.10054,_0974008,Lápices y lapiceros,0.021903421
_0951102,Servicios de viajes todo incluido fuera del país,0.27295,_0980001,Paquete turístico para viajar al extranjero,0.058903152
_0921101,Auto de juguete,0.05898,_0921203,Bicicletas para jugar y triciclos (para niños pequeños),0.040622098
_0925101,Servicio vetererinario,0.02909,_0932101,Compra de mascotas,0.022113011
_1011101,Servicio de educación preprimaria,0.19327,_1010101,Servicio de educación preprimaria,0.069246095
_1011102,Servicio de educación de primaria,0.63374,_1010201,Servicios de educación primaria,0.45403649
_1021101,Servicio de educación de la enseñanza media,1.02677,_1020001,Servicios de educación básica,0.319789231
_1021101,Servicio de educación de la enseñanza media,1.02677,_1020002,Servicios de educación diversificado,0.401416756
_1021101,Servicio de educación de la enseñanza media,1.02677,_1020003,Servicios de educación por cooperativa,0.029887884
_1031102,Servicios de enseñanza universitaria,1.20983,_1040001,Educación universitaria,0.781481242
_1041101,Cursos de capacitación,0.65493,_1050101,Tutorías,0.031623944
_1041101,Cursos de capacitación,0.65493,_1050901,Cursos de Capacitación técnica,0.078353809
_1041101,Cursos de capacitación,0.65493,_1050902,Cursos de idiomas,0.111761422
_1041101,Cursos de capacitación,0.65493,_1050903,Cursos de informática,0.033176044
_1111101,Desayuno consumido fuera del hogar,1.5608,_1111101,Desayuno o cena simple (bebida y un acompañamiento),0.288563409
_1111101,Desayuno consumido fuera del hogar,1.5608,_1111102,Desayuno o cena continental (bebida y dos acompañamientos),0.30530212
_1111101,Desayuno consumido fuera del hogar,1.5608,_1111103,Desayuno o cena completo (bebida caliente y más de dos acompañamientos),0.385780185
_1111101,Desayuno consumido fuera del hogar,1.5608,_1111104,Otro tipo de desayuno o cena,0.046690358
_1111102,Almuerzo consumido fuera del hogar,4.72181,_1111105,"Almuerzo simple (bebida, carne y acompañamiento) excluye gaseosa",1.656022071
_1111102,Almuerzo consumido fuera del hogar,4.72181,_1111106,Almuerzo simple (bebida y plato sin carne) excluye gaseosa,0.728439702
_1111102,Almuerzo consumido fuera del hogar,4.72181,_1111107,"Almuerzo (bebida, entrada y plato con carne)",0.152287371
_1111102,Almuerzo consumido fuera del hogar,4.72181,_1111108,Almuerzo buffet,0.080003846
_1111103,Otras comidas consumidas  fuera del hogar,2.35458,_1111201,Combos de comida rápida individual,0.786407056
_1111103,Otras comidas consumidas  fuera del hogar,2.35458,_1111202,Combos de comida rápida familiar,0.608111409
_1111201,Platos preparados para llevar,0.12772,_1111203,Platos preparados,0.246083453
_1111201,Platos preparados para llevar,0.12772,_1111204,Panes tipo sándwich,0.096567434
_0111501,Productos de tortillería,3.01265,_1111205,Alimentos a base de tortilla,0.31628511
_11112,Alimentos preparados para llevar,0.31256002,_1111206,Otros tipos de alimentos regionales,0.811298995
_0111303,Productos de repostería,0.1179,_1111207,"Pastelería, repostería y postres",0.029084443
_11112,Alimentos preparados para llevar,0.31256002,_1111208,Bocadillos,0.533791131
_11111, Alimentos consumidos fuera del hogar,8.63719,_1111209,Bebidas no alcohólicas frías servidas en el lugar,0.055420465
_11111, Alimentos consumidos fuera del hogar,8.63719,_1111210,Bebidas no alcohólicas calientes servidas en el lugar,0.086527865
_0931102,Servicio de Fiestas,0.66522,_1111211,Gasto en alimentos para celebraciones,0.21842885
_1121102,Servicio de alojamiento turístico y otros,0.20229,_1120101,Alojamiento en hoteles,0.12708134
_1211101,Servicio de peluquería,0.4915,_1313101,Cortes de cabello para hombre,0.493960211
_1211102,Servicio de salón de belleza,0.50367,_1313102,Cortes de cabello para mujer,0.071485856
_1211102,Servicio de salón de belleza,0.50367,_1313103,Peinados y aplicación de tintes para el cabello,0.070667931
_1211102,Servicio de salón de belleza,0.50367,_1313104,Colocación de uñas acrílicas,0.047493919
_1211102,Servicio de salón de belleza,0.50367,_1313105,Servicio de depilación,0.037972072
_1211102,Servicio de salón de belleza,0.50367,_1313201,Servicio de manicura y pedicura,0.084133854
_1212101,Artículos eléctricos para el cabello,0.02865,_1311101,Máquinas para afeitar eléctricas y depiladoras eléctricas,0.043324366
_1212103,Artículos diversos para el cuidado personal,0.25623,_1312001,Cepillos de dientes,0.122465924
_1212201,Pastas dentales,0.49077,_1312004,Pasta de dientes y enjuagues bucales,0.475239419
_1212202,Papel higiénico,0.65327,_1312002,Papel higiénico,0.863646748
_1212203,Jabón,0.36101,_1312003,Jabón de baño en todas sus presentaciones,0.337988559
_1212204,Pañales,0.24282,_1312007,Pañales para bebes,0.396868936
_1212205,Protección higiénica femenina,0.24493,_1312006,Productos para protección femenina,0.299858337
_1212206,Champú,0.6831,_1312005,Shampoo y/o acondicionador,0.644164555
_1212301,Productos de belleza varios,0.27435,_1312008,Toallas húmedas para bebés,0.137798974
_1212301,Productos de belleza varios,0.27435,_1312009,Hisopos,0.031930352
_1212301,Productos de belleza varios,0.27435,_1312013,Otros productos de belleza,0.056858301
_1212302,Cremas y maquillaje,0.03959,_1312012,Maquillaje,0.122465414
_1212304,Cremas para la piel,0.25492,_1312010,Crema para el cuerpo y rostro,0.02623583
_1212305,Desodorantes y antitranspirantes,0.39189,_1312011,Desodorante y/o antitranspirante,0.583564097
_1221101,Joyas,0.08107,_1321101,Anillos,0.042267493
_1221101,Joyas,0.08107,_1321102,Cadenas,0.05557166
_1221101,Joyas,0.08107,_1321103,Aretes,0.024143315
_1221102,Reloj de pulsera,0.01088,_1321104,Relojes de pulsera,0.025669218
_1222103,"Artículos personales diversos (lentes de sol, encendedores etc.)",0.00669,_1329101,Sombrillas y paraguas,0.034251716
_1231101,Seguro,0.26618,_1211001,Seguro Funerario,0.031064116
_1231101,Seguro,0.26618,_1212001,Seguro Médico,0.103090433
_1231101,Seguro,0.26618,_1214101,Seguro de vehículos,0.191697333
_1241101,Creditos de consumo (tarjeta de crédito),0.07885,_1221001,Servicios financieros de tarjetas de crédito,0.0329237
_1241101,Creditos de consumo (tarjeta de crédito),0.07885,_1229901,Otros servicios financieros,0.032353992
_1251101,Servicio de emisión de certificado de todo tipo,0.1155,_1390904,Pago de impuestos de circulación de vehículo,0.139208146
_1251103,Servicio notarial,0.06603,_1390901,Servicios legales y financieros,0.066230766
_1251103,Servicio notarial,0.06603,_1390903,Servicios de registro civil,0.045972277
_1251104,Servicio funerario,0.14453,_1390902,Servicios funerarios,0.154298106
_1251104,Servicio funerario,0.14453,_1329102,Ataúdes,0.03454027
_1251104,Servicio funerario,0.14453,_1329103,Alquiler o préstamo de nicho,0.11806416
