code_b00,name_b00,w_b00,code_b23,name_b23,w_b23
_0511,Productos naturales y medicamentos farmacéuticos,2.504782,_0611201,Medicamentos naturales y homeopáticos,0.122302392
_0511,Productos naturales y medicamentos farmacéuticos,2.504782,_0612201,Dispositivos o productos terapéuticos,0.231310889
_0511,Productos naturales y medicamentos farmacéuticos,2.504782,_0612301,Otros dispositivos de tratamiento para uso personal,0.05350333
_0511,Productos naturales y medicamentos farmacéuticos,2.504782,_0612302,Productos para botiquín,0.036850516
_051211,Anteojos correctores y lentes de contacto,0.240617,_0613101,Lentes correctivos completos y por separado (aros o lentes),0.231009035
_051161,Otros productos naturales y medicamentos farmacéutico no especificados en otro subgrupo,0.256356,_0613301,Productos para incontinencia,0.054916384
_052121,Servicios médicos,0.983351,_0621901,Consulta con ginecólogo y obstetra,0.142502639
_052121,Servicios médicos,0.983351,_0621902,Consulta con pediatra,0.154340589
_052121,Servicios médicos,0.983351,_0621903,Consulta con cardiólogo,0.086069359
_052121,Servicios médicos,0.983351,_0621904,Consulta con gastroenterólogo,0.119299897
_052121,Servicios médicos,0.983351,_0621905,Consulta con oftalmólogo,0.07851672
_052121,Servicios médicos,0.983351,_0621906,Consulta con endocrinólogo,0.060517476
_052121,Servicios médicos,0.983351,_0621907,Consulta con traumatólogo,0.09645616
_052121,Servicios médicos,0.983351,_0621908,Consulta con neumólogo,0.067676233
_052121,Servicios médicos,0.983351,_0621909,Consulta con médico general internista,0.043522899
_052131,Otros servicios médicos y paramédicos,0.694570005,_0622101,Limpieza dental,0.081589092
_052131,Otros servicios médicos y paramédicos,0.694570005,_0622901,Servicio extracción dental,0.079032003
_052131,Otros servicios médicos y paramédicos,0.694570005,_0622902,Servicio de relleno dental,0.11388159
_052131,Otros servicios médicos y paramédicos,0.694570005,_0622903,Servicio de ortodoncia (Brackets y retenedores),0.108922463
_052131,Otros servicios médicos y paramédicos,0.694570005,_0622904,Servicio de endodoncia,0.04626327
_052131,Otros servicios médicos y paramédicos,0.694570005,_0622905,Servicio de implantes dentales,0.104912612
_052131,Otros servicios médicos y paramédicos,0.694570005,_0631001,Parto normal,0.061595753
_052131,Otros servicios médicos y paramédicos,0.694570005,_0631002,Parto con cesárea,0.067513754
_052111,Servicios básicos de hospitales,1.060309,_0631003,Hospitalización sin cirugía,0.30751061
_052131,Otros servicios médicos y paramédicos,0.694570005,_0631004,Hospitalización con cirugía,0.486057523
_052131,Otros servicios médicos y paramédicos,0.694570005,_0631005,Hospitalización por cuadro respiratorio,0.106050787
_052131,Otros servicios médicos y paramédicos,0.694570005,_0641101,Exámenes de sangre,0.316657893
_052131,Otros servicios médicos y paramédicos,0.694570005,_0641102,Otros exámenes de laboratorio,0.03490431
_052131,Otros servicios médicos y paramédicos,0.694570005,_0641201,Radiografía,0.074911192
_052131,Otros servicios médicos y paramédicos,0.694570005,_0641202,Ultrasonido,0.119548345
_052131,Otros servicios médicos y paramédicos,0.694570005,_0641203,Electrocardiograma,0.026697583
_052131,Otros servicios médicos y paramédicos,0.694570005,_0641204,Tomografía,0.048564219
_052131,Otros servicios médicos y paramédicos,0.694570005,_0641205,Resonancia,0.033717528
_061111,Automóviles,1.624589999,_0711101,Vehículo nuevo,0.569496619
_061112,Otros vehículos,0.550262,_0711102,Pick up nuevo,0.559874937
_061112,Otros vehículos,0.550262,_0711103,Camioneta nueva,0.710739191
_061121,Adquisición de otros vehíclos de transporte personal (bicicletas y motos),0.155166,_0712001,Motocicleta,0.820190236
_061121,Adquisición de otros vehíclos de transporte personal (bicicletas y motos),0.155166,_0713001,Bicicleta,0.043872977
_061211,Repuestos y accesorios para vehículos personales,0.606174,_0721101,Llantas nuevas,0.31166258
_061211,Repuestos y accesorios para vehículos personales,0.606174,_0721201,Baterías,0.089248756
_061211,Repuestos y accesorios para vehículos personales,0.606174,_0721202,Amortiguadores,0.06162935
_061211,Repuestos y accesorios para vehículos personales,0.606174,_0721203,Otros repuestos para equipo de transporte personal,0.084957535
_061231,Gasolina,2.046463999,_0722101,Diesel,0.228965625
_061231,Gasolina,2.046463999,_0722201,Gasolina,3.45350926
_061211,Repuestos y accesorios para vehículos personales,0.606174,_0722401,Aceite de motor,0.030503196
_061211,Repuestos y accesorios para vehículos personales,0.606174,_0722402,Líquido de frenos,0.037523604
_061221,Reparación y mantenimento de vehículos personales,1.327709999,_0723101,Lavado y lustrado de vehículos,0.108861757
_061221,Reparación y mantenimento de vehículos personales,1.327709999,_0723102,Servicio de pinchazo,0.056874846
_061221,Reparación y mantenimento de vehículos personales,1.327709999,_0723103,Servicio menor,0.294716405
_061221,Reparación y mantenimento de vehículos personales,1.327709999,_0723104,Servicio de frenos,0.119592796
_061221,Reparación y mantenimento de vehículos personales,1.327709999,_0723105,Montaje de piezas/accesorios,0.064091062
_061221,Reparación y mantenimento de vehículos personales,1.327709999,_0723106,Otros servicios de mantenimiento y reparación de vehículos,0.12772243
_061211,Repuestos y accesorios para vehículos personales,0.606174,_0724101,Alquiler de estacionamiento,0.077627766
_061121,Adquisición de otros vehíclos de transporte personal (bicicletas y motos),0.155166,_0724102,Pago de parqueo,0.030159725
_094111,Gastos por servicios diversos para el hogar,0.151792999,_0724301,Examen para obtención de licencia,0.034438705
_094111,Gastos por servicios diversos para el hogar,0.151792999,_0724302,Renovación o reposición de licencia,0.038457231
_061321,Transporte urbano,1.045616,_0732101,"Transporte urbano (bus urbano, transmetro, transurbano)",0.494766387
_061311,Transporte extraurbano,0.872294,_0732102,"Transporte interurbano nacional (departamentales, municipales)",0.893083966
_061121,Adquisición de otros vehíclos de transporte personal (bicicletas y motos),0.155166,_0732103,Taxi compartido/colectivo,0.074026378
_061121,Adquisición de otros vehíclos de transporte personal (bicicletas y motos),0.155166,_0732201,Taxi,0.180120395
_061121,Adquisición de otros vehíclos de transporte personal (bicicletas y motos),0.155166,_0732202,Transporte particular/privado,0.106529698
_082111,Transporte escolar,0.15605,_0732301,Transporte escolar,0.021129115
_061121,Adquisición de otros vehíclos de transporte personal (bicicletas y motos),0.155166,_0732901,Otros tipos de taxi,0.04415632
_061331,Transporte aéreo,0.627407,_0733201,Transporte de pasajeros por aire en horarios internacionales y vuelos regulares,0.083244982
_062112,Servicio de correo nacional,0.008157,_0741201,Servicio de paquetería nacional,0.043751832
_062211,Compra de quipo telefónico y de telefax,0.01772,_0812001,Teléfonos inteligentes,0.511843286
_071131,Equipos para procesamiento de datos,0.281171,_0813101,Computadoras,0.235248548
_071131,Equipos para procesamiento de datos,0.281171,_0813102,Tablets o tabletas electrónicas,0.03299901
_071121,Televisores,0.513887,_0813201,Impresoras de uso doméstico,0.049740886
_071121,Televisores,0.513887,_0814001,Televisores,0.280337634
_071111,Equipos de sonido,0.206353,_0814002,Equipos de sonido para el hogar,0.053197446
_062211,Compra de quipo telefónico y de telefax,0.01772,_0819201,Cargadores para dispositivos móviles,0.040345039
_062311,Telefonía residencial,1.548608999,_0831001,Servicio de telefonía fijo,0.033988198
_062312,Otros servicios de telefonía,0.449177,_0832001,Servicio de telefonía móvil post pago,0.647704254
_062312,Otros servicios de telefonía,0.449177,_0832002,Servicio de telefonía móvil prepago,1.816867936
_06231,Servicios de telefonía,1.997785999,_0833001,"Servicios de acceso a internet provistos por operadores de red con infraestructura cableada, inalámbrica o satelital",0.526629576
_06231,Servicios de telefonía,1.997785999,_0834001,Paquetes con cualquier combinación de telecomunicación,0.708390143
_071151,"Reparación y/o mantenimiento de equipos para la recepción grabación y reproducción de imagen, equipos fotográficos y ópticos",0.057774,_0835001,Reparación de todo equipo de información y comunicación,0.02478183
_06231,Servicios de telefonía,1.997785999,_0839201,Servicios de streaming (música y televisión/películas),0.088109568
_075121,Televisón por cable,0.645183,_0839202,"Suscripción a Televisión por cable, TV satelital, IPTV y Televisión por pago",0.629559419
_073131,Juegos y juguetes de otro tipo de material no clasificado en otro subgrupo,0.13275,_0921101,Consolas de videojuegos,0.068418628
_073111,"Juegos y juguetes de plástico, hule o materiales similares",0.208535,_0921201,"Muñecas, juguetes de peluche",0.059058966
_073121,Juegos y juguetes de metal o materiales similares,0.081319,_0921202,"Carros de juguete, trenes",0.073386494
_073121,Juegos y juguetes de metal o materiales similares,0.081319,_0921203,Bicicletas para jugar y triciclos (para niños pequeños),0.040622098
_074121,Ropa y calzado para deportes,0.168581,_0922101,"Calzado específico para el juego (botas de esquí, zapatos de football, golf y similares)",0.071404873
_078111,"Adquisición de animales, plantas y productos de jardinería y otros productos para el cuidado de los animales",0.817591,_0931201,"Flores interiores (naturales o artificiales, en floreros o no)",0.035393961
_078111,"Adquisición de animales, plantas y productos de jardinería y otros productos para el cuidado de los animales",0.817591,_0931202,Flores exteriores,0.029930918
_078111,"Adquisición de animales, plantas y productos de jardinería y otros productos para el cuidado de los animales",0.817591,_0932101,Compra de mascotas,0.022113011
_078111,"Adquisición de animales, plantas y productos de jardinería y otros productos para el cuidado de los animales",0.817591,_0932102,Alimento para mascotas,0.473505906
_078111,"Adquisición de animales, plantas y productos de jardinería y otros productos para el cuidado de los animales",0.817591,_0945001,Servicios veterinarios,0.074361931
_0741,"Artículos, accesorios y ropa para deportes",0.297228,_0946201,Gimnasio,0.106403386
_0741,"Artículos, accesorios y ropa para deportes",0.297228,_0946202,Lecciones deportes,0.035938096
_075111,"Gastos por ingreso a diferentes lugares, culturales, sociales y de esparcimiento",0.521604,_0961001,Cines,0.080154028
_081211,"Libros de texto, enciclopedias, atlas y diccionarios",0.506622004,_0971101,Libros de texto de educación formal,0.55517657
_076121,"Libros de texto y folletos no escolares, y demás material impreso diverso",0.034326,_0971901,Libros religiosos,0.086786264
_076121,"Libros de texto y folletos no escolares, y demás material impreso diverso",0.034326,_0971902,Libros complementarios,0.034965119
_076111,Gastos por suscripción y/o compra de revistas periódicos y similares,0.228993,_0972101,Diarios y periódicos nacionales,0.0256257
_081221,Material y útiles de estudio de papel,0.143306,_0974001,Lista de útiles escolares,0.461421766
_081221,Material y útiles de estudio de papel,0.143306,_0974002,Cuadernos,0.152664687
_081221,Material y útiles de estudio de papel,0.143306,_0974003,Papel para artes y para envolver,0.024676038
_081221,Material y útiles de estudio de papel,0.143306,_0974004,"Hojas de cuadrícula, líneas, bond",0.045374664
_081231,Otros materiales y útiles de estudio,0.997997,_0974005,Tijeras,0.030196413
_081231,Otros materiales y útiles de estudio,0.997997,_0974006,Crayones y marcadores,0.060534203
_081231,Otros materiales y útiles de estudio,0.997997,_0974007,Mochilas escolares,0.118925713
_081231,Otros materiales y útiles de estudio,0.997997,_0974008,Lápices y lapiceros,0.021903421
_077121,Viajes de paseo y/o recreación fuera del país,0.556234,_0980001,Paquete turístico para viajar al extranjero,0.058903152
_081112,Cuota mensual en educación primaria y preprimaria,1.010865,_1010101,Servicio de educación preprimaria,0.069246095
_081112,Cuota mensual en educación primaria y preprimaria,1.010865,_1010201,Servicios de educación primaria,0.45403649
_081122,Cuota mensual en educación secundaria,1.175477,_1020001,Servicios de educación básica,0.319789231
_081122,Cuota mensual en educación secundaria,1.175477,_1020002,Servicios de educación diversificado,0.401416756
_081141,"Educación no formal en establecimientos públicos y privados (clases de apoyo, lecciones o cursos)",0.170446,_1020003,Servicios de educación por cooperativa,0.029887884
_081131,Incripción en educación superior,0.127417,_1040001,Educación universitaria,0.781481242
_081141,"Educación no formal en establecimientos públicos y privados (clases de apoyo, lecciones o cursos)",0.170446,_1050101,Tutorías,0.031623944
_081141,"Educación no formal en establecimientos públicos y privados (clases de apoyo, lecciones o cursos)",0.170446,_1050901,Cursos de Capacitación técnica,0.078353809
_081141,"Educación no formal en establecimientos públicos y privados (clases de apoyo, lecciones o cursos)",0.170446,_1050902,Cursos de idiomas,0.111761422
_081141,"Educación no formal en establecimientos públicos y privados (clases de apoyo, lecciones o cursos)",0.170446,_1050903,Cursos de informática,0.033176044
_012222,Desayuno (o cena),2.861801999,_1111101,Desayuno o cena simple (bebida y un acompañamiento),0.288563409
_012222,Desayuno (o cena),2.861801999,_1111102,Desayuno o cena continental (bebida y dos acompañamientos),0.30530212
_012222,Desayuno (o cena),2.861801999,_1111103,Desayuno o cena completo (bebida caliente y más de dos acompañamientos),0.385780185
_012222,Desayuno (o cena),2.861801999,_1111104,Otro tipo de desayuno o cena,0.046690358
_012221,Almuerzo,5.139340998,_1111105,"Almuerzo simple (bebida, carne y acompañamiento) excluye gaseosa",1.656022071
_012221,Almuerzo,5.139340998,_1111106,Almuerzo simple (bebida y plato sin carne) excluye gaseosa,0.728439702
_012221,Almuerzo,5.139340998,_1111107,"Almuerzo (bebida, entrada y plato con carne)",0.152287371
_012221,Almuerzo,5.139340998,_1111108,Almuerzo buffet,0.080003846
_012211,Comidas preparadas para llevar a domicilio,0.862272,_1111201,Combos de comida rápida individual,0.786407056
_012211,Comidas preparadas para llevar a domicilio,0.862272,_1111202,Combos de comida rápida familiar,0.608111409
_01222,"Almuerzo, desayuno y refacciones",8.984160987,_1111203,Platos preparados,0.246083453
_01222,"Almuerzo, desayuno y refacciones",8.984160987,_1111204,Panes tipo sándwich,0.096567434
_01222,"Almuerzo, desayuno y refacciones",8.984160987,_1111205,Alimentos a base de tortilla,0.31628511
_01222,"Almuerzo, desayuno y refacciones",8.984160987,_1111206,Otros tipos de alimentos regionales,0.811298995
_012231,"Golosinas, productos sintéticos y otras comidas preparadas fuera del hogar",0.19253,_1111207,"Pastelería, repostería y postres",0.029084443
_012231,"Golosinas, productos sintéticos y otras comidas preparadas fuera del hogar",0.19253,_1111208,Bocadillos,0.533791131
_01222,"Almuerzo, desayuno y refacciones",8.984160987,_1111209,Bebidas no alcohólicas frías servidas en el lugar,0.055420465
_012221,Almuerzo,5.139340998,_1111210,Bebidas no alcohólicas calientes servidas en el lugar,0.086527865
_01222,"Almuerzo, desayuno y refacciones",8.984160987,_1111211,Gasto en alimentos para celebraciones,0.21842885
_077111,Viajes de paseo y/o recreación dentro del país,0.848702,_1120101,Alojamiento en hoteles,0.12708134
_093111,Gastos por seguros,0.236691,_1211001,Seguro Funerario,0.031064116
_093111,Gastos por seguros,0.236691,_1212001,Seguro Médico,0.103090433
_093111,Gastos por seguros,0.236691,_1214101,Seguro de vehículos,0.191697333
_094111,Gastos por servicios diversos para el hogar,0.151792999,_1221001,Servicios financieros de tarjetas de crédito,0.0329237
_094111,Gastos por servicios diversos para el hogar,0.151792999,_1229901,Otros servicios financieros,0.032353992
_091121,Aparatos y accesorios para el cuidado personal,0.358383,_1311101,Máquinas para afeitar eléctricas y depiladoras eléctricas,0.043324366
_091121,Aparatos y accesorios para el cuidado personal,0.358383,_1312001,Cepillos de dientes,0.122465924
_091151,Papel higiénico,0.510764,_1312002,Papel higiénico,0.863646748
_091133,Jabón de tocador en pastilla,0.365983,_1312003,Jabón de baño en todas sus presentaciones,0.337988559
_091132,Pasta dental,0.455329,_1312004,Pasta de dientes y enjuagues bucales,0.475239419
_091131,Champú para el cabello,0.524601,_1312005,Shampoo y/o acondicionador,0.644164555
_091152,Otros productos para el cuidado personal,0.348655,_1312006,Productos para protección femenina,0.299858337
_091152,Otros productos para el cuidado personal,0.348655,_1312007,Pañales para bebes,0.396868936
_091152,Otros productos para el cuidado personal,0.348655,_1312008,Toallas húmedas para bebés,0.137798974
_091152,Otros productos para el cuidado personal,0.348655,_1312009,Hisopos,0.031930352
_091143,Productos de belleza,0.454034,_1312010,Crema para el cuerpo y rostro,0.02623583
_091142,Desodorantes,0.429261,_1312011,Desodorante y/o antitranspirante,0.583564097
_091143,Productos de belleza,0.454034,_1312012,Maquillaje,0.122465414
_091143,Productos de belleza,0.454034,_1312013,Otros productos de belleza,0.056858301
_091111,Corte de cabello,0.570456,_1313101,Cortes de cabello para hombre,0.493960211
_091111,Corte de cabello,0.570456,_1313102,Cortes de cabello para mujer,0.071485856
_0911,Productos para el cuidado personal,5.454136999,_1313103,Peinados y aplicación de tintes para el cabello,0.070667931
_0911,Productos para el cuidado personal,5.454136999,_1313104,Colocación de uñas acrílicas,0.047493919
_0911,Productos para el cuidado personal,5.454136999,_1313105,Servicio de depilación,0.037972072
_0911,Productos para el cuidado personal,5.454136999,_1313201,Servicio de manicura y pedicura,0.084133854
_091161,Artículos de joyería y otros personales,0.610667999,_1321101,Anillos,0.042267493
_091161,Artículos de joyería y otros personales,0.610667999,_1321102,Cadenas,0.05557166
_091161,Artículos de joyería y otros personales,0.610667999,_1321103,Aretes,0.024143315
_091161,Artículos de joyería y otros personales,0.610667999,_1321104,Relojes de pulsera,0.025669218
_091161,Artículos de joyería y otros personales,0.610667999,_1329101,Sombrillas y paraguas,0.034251716
_091161,Artículos de joyería y otros personales,0.610667999,_1329102,Ataúdes,0.03454027
_093121,Gastos por servicios funerarios,0.289885,_1329103,Alquiler o préstamo de nicho,0.11806416
_094111,Gastos por servicios diversos para el hogar,0.151792999,_1390901,Servicios legales y financieros,0.066230766
_093121,Gastos por servicios funerarios,0.289885,_1390902,Servicios funerarios,0.154298106
_094111,Gastos por servicios diversos para el hogar,0.151792999,_1390903,Servicios de registro civil,0.045972277
_061121,Adquisición de otros vehíclos de transporte personal (bicicletas y motos),0.155166,_1390904,Pago de impuestos de circulación de vehículo,0.139208146
_075131,"Gastos por servicios sociales, fiestas y/o convivios familiares y no familiares",0.818188,_1390905,Fiestas y celebraciones,0.871513612
